,EnsemblTranscriptID,chr,pos,strand
11786,ENST00000332958,chr6,"[(117198422, 117198438)]",+
11787,ENST00000332966,chr5,"[(168727713, 168727786)]",-
11788,ENST00000332968,chr18,"[(47017264, 47017297), (47017901, 47017956)]",-
11789,ENST00000332972,chr14,"[(105196070, 105196229)]",+
11790,ENST00000332981,chr14,"[(61788434, 61788819)]",+
11791,ENST00000332987,chr22,"[(36597780, 36597934), (36598038, 36598101), (36600673, 36600879)]",-
11792,ENST00000332990,chr4,"[(44653641, 44653658)]",-
11793,ENST00000333003,chr12,"[(95461160, 95461167), (95467155, 95467479)]",-
11794,ENST00000333007,chr14,"[(103592663, 103592794)]",+
11795,ENST00000333010,chr5,"[(147162021, 147162331)]",-
11796,ENST00000333012,chr12,"[(58166460, 58166507)]",+
11797,ENST00000333017,chr2,"[(99870723, 99870748), (99871482, 99871570)]",-
11798,ENST00000333026,chrX,"[(69397332, 69397432)]",+
11799,ENST00000333027,chr22,"[(30279157, 30279348), (30353024, 30353077), (30366964, 30367048)]",+
11800,ENST00000333039,chr22,"[(39239863, 39239987)]",-
11801,ENST00000333050,chr16,"[(8891471, 8891505)]",-
11802,ENST00000333055,chr5,"[(180219971, 180220097), (180235647, 180236066), (180242413, 180242541)]",-
11803,ENST00000333059,chr22,"[(19435211, 19435220)]",-
11804,ENST00000333063,chr21,"[(34442449, 34442600)]",+
11805,ENST00000333070,chr1,"[(32739732, 32739827), (32739925, 32739930)]",+
11806,ENST00000333082,chr20,"[(1093905, 1094052), (1099395, 1099416)]",+
11807,ENST00000333090,chr11,"[(76494282, 76494448), (76506652, 76506660)]",+
11808,ENST00000333104,chrX,"[(148770483, 148770635)]",+
11809,ENST00000333110,chrX,"[(101470279, 101470319), (101470806, 101470944), (101472933, 101473059), (101476533, 101476558)]",+
11810,ENST00000333119,chrX,"[(47518326, 47518335), (47518513, 47518560)]",-
11811,ENST00000333127,chr3,"[(51895653, 51895682)]",+
11812,ENST00000333128,chrX,"[(153813417, 153813470)]",+
11813,ENST00000333129,chr2,"[(164591437, 164591582), (164592347, 164592517)]",-
11814,ENST00000333130,chr22,"[(19419424, 19420077)]",+
11815,ENST00000333137,chr22,"[(31477304, 31477442), (31479164, 31479244)]",+
11816,ENST00000333139,chr11,"[(67372540, 67372574), (67373363, 67373482), (67374089, 67374177)]",-
11817,ENST00000333141,chr4,"[(41983712, 41983809)]",+
11818,ENST00000333149,chr7,"[(72738785, 72738803), (72741902, 72742085)]",-
11819,ENST00000333151,chr6,"[(27782518, 27782607)]",-
11820,ENST00000333156,chr15,"[(30844182, 30844280)]",+
11821,ENST00000333167,chr3,"[(38178526, 38178699)]",-
11822,ENST00000333172,chr1,"[(6615240, 6615433)]",+
11823,ENST00000333175,chr19,"[(1020995, 1021114)]",-
11824,ENST00000333188,chr3,"[(139108392, 139108574)]",-
11825,ENST00000333190,chr7,"[(88388681, 88389290)]",+
11826,ENST00000333201,chr19,"[(56915700, 56915821), (56918394, 56918483)]",+
11827,ENST00000333202,chr15,"[(102192564, 102192570)]",-
11828,ENST00000333206,chr18,"[(32844316, 32844419), (32870047, 32870172)]",-
11829,ENST00000333209,chr4,"[(90171261, 90172345)]",-
11830,ENST00000333213,chr17,"[(73512605, 73512641)]",+
11831,ENST00000333219,chr13,"[(111365624, 111366496)]",+
11832,ENST00000333229,chr21,"[(40685417, 40685745)]",-
11833,ENST00000333234,chr18,"[(33552747, 33552870), (33554858, 33555022)]",+
11834,ENST00000333244,chr14,"[(105444574, 105444694)]",-
11835,ENST00000333254,chr10,"[(118083939, 118084125), (118084458, 118084523)]",+
11836,ENST00000333256,chr11,"[(2421765, 2422028), (2423523, 2423680), (2423840, 2423863)]",+
11837,ENST00000333274,chr5,"[(107006314, 107006596)]",-
11838,ENST00000333279,chr1,"[(173628557, 173628572), (173638955, 173639001)]",-
11839,ENST00000333305,chr5,"[(139505520, 139508061)]",+
11840,ENST00000333314,chr5,"[(114961489, 114961711)]",-
11841,ENST00000333323,chr3,"[(49840686, 49840819)]",+
11842,ENST00000333334,chr15,"[(93014883, 93015378)]",+
11843,ENST00000333337,chr21,"[(34398242, 34399170)]",+
11844,ENST00000333360,chr1,"[(169702753, 169702801), (169703111, 169703203)]",-
11845,ENST00000333371,chr15,"[(91565479, 91565833)]",-
11846,ENST00000333383,chr17,"[(79859984, 79860153)]",+
11847,ENST00000333388,chr6,"[(4079439, 4079820)]",+
11848,ENST00000333395,chr22,"[(29664306, 29664325)]",+
11849,ENST00000333396,chr3,"[(97686437, 97686476), (97690757, 97691301)]",-
11850,ENST00000333407,chr22,"[(40390952, 40391046)]",+
11851,ENST00000333412,chr17,"[(44590075, 44590078)]",+
11852,ENST00000333421,chr9,"[(74489996, 74489999), (74525549, 74525658)]",-
11853,ENST00000333425,chr15,"[(65116534, 65116553), (65117791, 65117867)]",-
11854,ENST00000333430,chr19,"[(10625687, 10625705), (10628073, 10628126)]",-
11855,ENST00000333437,chr17,"[(80317122, 80317161), (80319755, 80320026)]",+
11856,ENST00000333449,chr11,"[(62554898, 62554903)]",+
11857,ENST00000333461,chr17,"[(37381755, 37382125)]",-
11858,ENST00000333467,chr22,"[(39378413, 39378458)]",+
11859,ENST00000333476,chr17,"[(4337218, 4337461), (4342952, 4342997)]",+
11860,ENST00000333478,chr2,"[(26569102, 26569685)]",-
11861,ENST00000333479,chr12,"[(123011794, 123011898), (123014537, 123014610)]",+
11862,ENST00000333486,chr3,"[(49851220, 49851379)]",-
11863,ENST00000333488,chr4,"[(169432718, 169433024)]",+
11864,ENST00000333493,chr16,"[(57702098, 57702259)]",+
11865,ENST00000333496,chr16,"[(28503080, 28503156), (28503340, 28503363)]",-
11866,ENST00000333503,chr16,"[(2264778, 2264808)]",-
11867,ENST00000333511,chr19,"[(572564, 572634)]",+
11868,ENST00000333535,chr3,"[(38674798, 38674850), (38691021, 38691119)]",-
11869,ENST00000333538,chr7,"[(70597154, 70597788)]",+
11870,ENST00000333572,chr6,"[(170089101, 170089108), (170101646, 170102159)]",-
11871,ENST00000333577,chr12,"[(132434507, 132434581), (132445129, 132445164)]",+
11872,ENST00000333581,chr19,"[(58740830, 58740936), (58741759, 58741828), (58755330, 58755389)]",+
11873,ENST00000333590,chrX,"[(15350052, 15350114), (15353622, 15353645)]",-
11874,ENST00000333598,chr19,"[(7741513, 7741967)]",+
11875,ENST00000333602,chr3,"[(195615459, 195615477), (195635355, 195635955)]",-
11876,ENST00000333607,chr22,"[(21322089, 21322232)]",+
11877,ENST00000333610,chr2,"[(20101615, 20101747)]",-
11878,ENST00000333611,chr22,"[(31644387, 31644702)]",+
11879,ENST00000333625,chr19,"[(39786964, 39787061)]",+
11880,ENST00000333628,chr6,"[(3157697, 3157760)]",-
11881,ENST00000333634,chr21,"[(40823755, 40823833)]",+
11882,ENST00000333640,chr12,"[(51590626, 51590710), (51591552, 51591950)]",-
11883,ENST00000333643,chrX,"[(101409237, 101409274), (101409715, 101409782), (101410830, 101411029)]",-
11884,ENST00000333646,chrX,"[(70338405, 70338604)]",+
11885,ENST00000333651,chr19,"[(3572935, 3572992), (3573289, 3573307)]",+
11886,ENST00000333673,chr4,"[(1107252, 1107318)]",-
11887,ENST00000333676,chr17,"[(79670386, 79670531)]",+
11888,ENST00000333677,chr5,"[(148961035, 148961187), (148977321, 148977332)]",+
11889,ENST00000333681,chr18,"[(60985899, 60986185), (60986406, 60987019)]",-
11890,ENST00000333684,chr11,"[(2193016, 2193025)]",-
11891,ENST00000333691,chr4,"[(91156181, 91156494), (91229394, 91229435)]",+
11892,ENST00000333703,chrY,"[(4868266, 4868646), (4899946, 4900052), (4900710, 4900737)]",+
11893,ENST00000333722,chr12,"[(64784345, 64784471)]",-
11894,ENST00000333725,chr15,"[(57210891, 57211104), (57212089, 57212111)]",+
11895,ENST00000333732,chr12,"[(99223035, 99223131), (99225806, 99225914), (99288407, 99288669)]",-
11896,ENST00000333743,chr15,"[(27216428, 27216682)]",+
11897,ENST00000333751,chr17,"[(7255207, 7256261)]",+
11898,ENST00000333756,chr15,"[(34638065, 34638220)]",+
11899,ENST00000333761,chr22,"[(46449973, 46450024)]",-
11900,ENST00000333762,chr3,"[(129034745, 129035120)]",-
11901,ENST00000333765,chr21,"[(30968359, 30968671)]",+
11902,ENST00000333775,chr17,"[(7760741, 7761172)]",-
11903,ENST00000333778,chr3,"[(33686540, 33686766)]",-
11904,ENST00000333781,chr21,"[(40752169, 40752310)]",+
11905,ENST00000333796,chr8,"[(11996269, 11996586)]",-
11906,ENST00000333809,chr10,"[(35426709, 35426763)]",+
11907,ENST00000333811,chr5,"[(35988585, 35988653), (35997340, 35997431), (36001069, 36001130)]",-
11908,ENST00000333813,chr17,"[(1182956, 1183295)]",+
11909,ENST00000333822,chr17,"[(39254336, 39254393)]",-
11910,ENST00000333826,chrX,"[(72064875, 72064969)]",+
11911,ENST00000333834,chr19,"[(54974775, 54974894)]",-
11912,ENST00000333837,chr12,"[(45307619, 45307711)]",-
11913,ENST00000333843,chr19,"[(7058616, 7058651)]",-
11914,ENST00000333845,chr6,"[(32132359, 32132434), (32133914, 32133942)]",+
11915,ENST00000333850,chr12,"[(72332625, 72332766)]",+
11916,ENST00000333861,chr11,"[(66360486, 66360554)]",-
11917,ENST00000333868,chr1,"[(15850695, 15850790)]",-
11918,ENST00000333870,chr17,"[(7328933, 7329007)]",+
11919,ENST00000333881,chr1,"[(152573137, 152573207)]",+
11920,ENST00000333884,chr19,"[(55549604, 55549632)]",-
11921,ENST00000333891,chr7,"[(82791908, 82792246)]",-
11922,ENST00000333892,chr21,"[(32119520, 32119551)]",-
11923,ENST00000333896,chr2,"[(54785530, 54785915)]",+
11924,ENST00000333911,chr3,"[(138048177, 138048205)]",-
11925,ENST00000333916,chr9,"[(26892713, 26892802)]",-
11926,ENST00000333924,chr12,"[(50236870, 50236912)]",-
11927,ENST00000333926,chr10,"[(60028817, 60029033)]",+
11928,ENST00000333933,chrX,"[(57147062, 57147064), (57147670, 57147979)]",-
11929,ENST00000333936,chr9,"[(96214172, 96214197)]",+
11930,ENST00000333942,chr17,"[(30469472, 30469711)]",+
11931,ENST00000333952,chr19,"[(53754803, 53754858), (53756338, 53756409), (53758086, 53758126)]",-
11932,ENST00000333957,chr12,"[(22697084, 22697113), (22697253, 22697480)]",-
11933,ENST00000333972,chr12,"[(58003962, 58003999)]",+
11934,ENST00000333973,chr11,"[(55578853, 55578942)]",+
11935,ENST00000333976,chr11,"[(55587085, 55587105)]",+
11936,ENST00000333987,chr19,"[(37407242, 37407493), (37408480, 37408550), (37413487, 37413672)]",+
11937,ENST00000333991,chr12,"[(99039077, 99039613), (99042096, 99042137)]",+
11938,ENST00000333995,chrX,"[(13061908, 13061976), (13062658, 13062721)]",-
11939,ENST00000334000,chr5,"[(2752261, 2752378)]",+
11940,ENST00000334001,chr2,"[(110350641, 110350696), (110371374, 110371492)]",-
11941,ENST00000334005,chr20,"[(9049700, 9049853), (9198036, 9198099), (9288446, 9288461)]",+
11942,ENST00000334010,chr7,"[(122526391, 122526813)]",-
11943,ENST00000334011,chr10,"[(74653338, 74653556)]",+
11944,ENST00000334018,chr22,"[(29601839, 29602027)]",+
11945,ENST00000334019,chr10,"[(4868487, 4868516)]",+
11946,ENST00000334025,chr5,"[(63802125, 63802451)]",+
11947,ENST00000334029,chr22,"[(18918660, 18918711), (18923902, 18923964)]",-
11948,ENST00000334035,chr5,"[(173316342, 173316736)]",+
11949,ENST00000334036,chrX,"[(71996971, 71997072), (72064875, 72064969)]",+
11950,ENST00000334046,chr21,"[(31914152, 31914183)]",-
11951,ENST00000334047,chr1,"[(95007192, 95007356)]",-
11952,ENST00000334049,chr18,"[(11688954, 11689562)]",+
11953,ENST00000334055,chr21,"[(31859667, 31859755)]",-
11954,ENST00000334056,chr2,"[(29033716, 29033813), (29037478, 29037552), (29038862, 29038880)]",+
11955,ENST00000334058,chr21,"[(31869428, 31869451)]",-
11956,ENST00000334060,chrX,"[(585078, 585337), (591200, 591632)]",+
11957,ENST00000334060,chrY,"[(535078, 535337), (541200, 541632)]",+
11958,ENST00000334062,chr13,"[(114897964, 114898086)]",-
11959,ENST00000334067,chr21,"[(31812596, 31812645)]",+
11960,ENST00000334068,chr21,"[(31802571, 31802593)]",+
11961,ENST00000334077,chr9,"[(108424737, 108424777)]",+
11962,ENST00000334082,chr5,"[(78808597, 78810040)]",-
11963,ENST00000334100,chr3,"[(28382108, 28382113), (28390091, 28390120)]",-
11964,ENST00000334103,chr1,"[(49119046, 49119123), (49128823, 49128913), (49146493, 49146574)]",-
11965,ENST00000334109,chr17,"[(39405938, 39405972)]",+
11966,ENST00000334116,chr19,"[(37039144, 37039224), (37042778, 37042879), (37045571, 37045698), (37047005, 37047099), (37063234, 37063294), (37064041, 37064190)]",-
11967,ENST00000334121,chr5,"[(65440045, 65440204)]",+
11968,ENST00000334122,chr1,"[(47137499, 47137606)]",+
11969,ENST00000334126,chr11,"[(73881837, 73882064)]",-
11970,ENST00000334128,chr3,"[(183749331, 183749359), (183752844, 183753010), (183754156, 183754187)]",+
11971,ENST00000334133,chr3,"[(16535376, 16535384), (16554948, 16555213)]",-
11972,ENST00000334134,chr11,"[(69633701, 69633792)]",-
11973,ENST00000334136,chrX,"[(48660401, 48660549), (48661069, 48661099)]",+
11974,ENST00000334141,chr15,"[(85144248, 85144366), (85147050, 85147158)]",+
11975,ENST00000334151,chr21,"[(31874408, 31874435)]",-
11976,ENST00000334163,chr1,"[(145609336, 145609356), (145610743, 145610884)]",-
11977,ENST00000334166,chr2,"[(150187050, 150187236), (150294151, 150294222)]",+
11978,ENST00000334176,chr19,"[(33166312, 33167169)]",+
11979,ENST00000334179,chr1,"[(110655061, 110655156)]",+
11980,ENST00000334181,chr19,"[(57946696, 57946946)]",+
11981,ENST00000334186,chr19,"[(49622645, 49622979), (49631115, 49631130)]",+
11982,ENST00000334187,chr20,"[(56884481, 56884495)]",-
11983,ENST00000334192,chr14,"[(100259679, 100259813)]",+
11984,ENST00000334194,chr1,"[(47533159, 47533162)]",+
11985,ENST00000334197,chr19,"[(53657000, 53657046), (53662261, 53662284)]",-
11986,ENST00000334202,chr17,"[(39471902, 39471947)]",-
11987,ENST00000334204,chr9,"[(86530506, 86530593), (86536285, 86536342)]",-
11988,ENST00000334205,chr11,"[(64126642, 64126707)]",+
11989,ENST00000334206,chr5,"[(54468828, 54469005)]",-
11990,ENST00000334211,chr11,"[(72424232, 72424288), (72425196, 72425366), (72432894, 72433403)]",-
11991,ENST00000334212,chr14,"[(75348617, 75348719), (75352288, 75352337), (75355977, 75355980)]",+
11992,ENST00000334213,chr19,"[(12250997, 12251222)]",-
11993,ENST00000334218,chr1,"[(227504883, 227505826)]",-
11994,ENST00000334220,chr14,"[(75348595, 75348656)]",+
11995,ENST00000334221,chr12,"[(49730260, 49730971)]",-
11996,ENST00000334232,chr1,"[(236557577, 236557744)]",+
11997,ENST00000334239,chr17,"[(43972033, 43972052), (44039686, 44039703)]",+
11998,ENST00000334241,chr19,"[(2841432, 2841570)]",+
11999,ENST00000334256,chr3,"[(160283070, 160283376)]",-
12000,ENST00000334258,chr14,"[(95942158, 95942173)]",-
12001,ENST00000334267,chr11,"[(102980250, 102980303)]",+
12002,ENST00000334268,chr6,"[(123957920, 123958238)]",-
12003,ENST00000334269,chr1,"[(152483319, 152483474), (152483989, 152484010)]",+
12004,ENST00000334270,chr9,"[(135278208, 135278215), (135282176, 135282209)]",-
12005,ENST00000334274,chr11,"[(33060962, 33061338), (33065295, 33065319)]",+
12006,ENST00000334286,chr13,"[(78492708, 78492945)]",-
12007,ENST00000334287,chr15,"[(65337707, 65337920), (65342234, 65342342)]",+
12008,ENST00000334289,chr11,"[(101778640, 101778732), (101786749, 101787253)]",-
12009,ENST00000334295,chr18,"[(34408730, 34409158)]",-
12010,ENST00000334304,chr4,"[(22517407, 22517677)]",-
12011,ENST00000334307,chr11,"[(36616050, 36616142), (36631630, 36631653)]",+
12012,ENST00000334310,chr11,"[(12697049, 12697108), (12785725, 12785824)]",+
12013,ENST00000334314,chr10,"[(5227067, 5227144)]",-
12014,ENST00000334315,chr16,"[(84178864, 84179045)]",+
12015,ENST00000334318,chr9,"[(115095757, 115095944)]",-
12016,ENST00000334325,chr3,"[(57094468, 57094814), (57107393, 57107722)]",+
12017,ENST00000334344,chr12,"[(46123447, 46123619)]",+
12018,ENST00000334346,chr16,"[(56685810, 56685865)]",+
12019,ENST00000334348,chr7,"[(76139744, 76139969)]",+
12020,ENST00000334350,chr16,"[(56691605, 56691970)]",+
12021,ENST00000334351,chr1,"[(24286301, 24286488), (24287418, 24287624), (24287929, 24287947)]",+
12022,ENST00000334352,chr21,"[(30396971, 30397098), (30398029, 30398092), (30400193, 30400234)]",+
12023,ENST00000334356,chrX,"[(119030155, 119030230), (119037176, 119037186)]",+
12024,ENST00000334363,chr22,"[(19929326, 19929327)]",-
12025,ENST00000334370,chr19,"[(42829760, 42830395)]",+
12026,ENST00000334379,chr6,"[(126307575, 126307696)]",+
12027,ENST00000334383,chr4,"[(122301802, 122301834)]",-
12028,ENST00000334384,chr3,"[(121289550, 121289560)]",+
12029,ENST00000334391,chr20,"[(170264, 170322)]",-
12030,ENST00000334398,chrX,"[(154774937, 154774938), (154842452, 154842597)]",-
12031,ENST00000334409,chr2,"[(242800990, 242801060)]",-
12032,ENST00000334414,chr12,"[(71031175, 71031220)]",-
12033,ENST00000334418,chr11,"[(118868851, 118868907)]",+
12034,ENST00000334420,chr14,"[(24521205, 24521402), (24522917, 24523012), (24523296, 24523347), (24523450, 24523510), (24523604, 24523720), (24523919, 24524017), (24524274, 24524345), (24524445, 24524519), (24524751, 24524827), (24524909, 24524998), (24525507, 24525602), (24525830, 24525917), (24526123, 24526233), (24526375, 24526453), (24527011, 24527088), (24527168, 24527273), (24527363, 24527433), (24527888, 24527970), (24528098, 24528195), (24528343, 24528398), (24528478, 24528651), (24528872, 24528941), (24529178, 24529272), (24529365, 24529464), (24529836, 24529965), (24530135, 24530249), (24530705, 24530881), (24531688, 24531776), (24531917, 24532055), (24532328, 24532334)]",+
12035,ENST00000334421,chr5,"[(180632110, 180632293)]",-
12036,ENST00000334433,chr10,"[(123781450, 123781496)]",+
12037,ENST00000334444,chr3,"[(183732180, 183732235), (183735617, 183735803)]",-
12038,ENST00000334456,chr11,"[(72385251, 72385497)]",-
12039,ENST00000334461,chr17,"[(65989262, 65989351), (65989539, 65989765)]",-
12040,ENST00000334462,chr2,"[(85829071, 85829187), (85829729, 85829801)]",-
12041,ENST00000334463,chrX,"[(71458761, 71458897)]",-
12042,ENST00000334464,chr10,"[(119134738, 119134978)]",-
12043,ENST00000334475,chr6,"[(41254393, 41254420)]",-
12044,ENST00000334478,chr12,"[(53689335, 53689351)]",+
12045,ENST00000334482,chr19,"[(12912075, 12912084), (12912553, 12912601)]",-
12046,ENST00000334490,chr9,"[(91605842, 91605910)]",+
12047,ENST00000334493,chr7,"[(151106675, 151107106)]",-
12048,ENST00000334494,chr21,"[(48055564, 48055675), (48056807, 48056863)]",+
12049,ENST00000334497,chrX,"[(152713300, 152713367), (152719851, 152719966), (152720999, 152721224), (152721722, 152721822), (152721950, 152722109), (152722594, 152722686), (152728067, 152728129), (152730445, 152730513), (152734603, 152734719), (152735907, 152736045)]",-
12050,ENST00000334504,chrX,"[(107681426, 107681660)]",-
12051,ENST00000334510,chr19,"[(6459639, 6459746)]",-
12052,ENST00000334512,chr10,"[(80828791, 80829027), (80878671, 80878781), (80899438, 80899534), (80921809, 80921890), (80961340, 80961389)]",+
12053,ENST00000334513,chr1,"[(145589427, 145589439)]",-
12054,ENST00000334521,chr14,"[(74358727, 74358810), (74360499, 74360625)]",+
12055,ENST00000334527,chr17,"[(8339178, 8339363), (8347577, 8347589)]",+
12056,ENST00000334529,chr3,"[(112218205, 112218408)]",-
12057,ENST00000334530,chr8,"[(21998995, 21999366)]",-
12058,ENST00000334534,chr20,"[(10415950, 10416101), (10438823, 10438852)]",+
12059,ENST00000334536,chr16,"[(28986121, 28986472)]",+
12060,ENST00000334546,chr3,"[(135741576, 135741911)]",+
12061,ENST00000334553,chr14,"[(104095573, 104095831), (104120900, 104120901)]",+
12062,ENST00000334554,chr22,"[(20119329, 20119470)]",+
12063,ENST00000334557,chrX,"[(146993569, 146993697)]",+
12064,ENST00000334564,chr19,"[(52800431, 52800476), (52803646, 52803665)]",+
12065,ENST00000334567,chr3,"[(171561138, 171561173)]",+
12066,ENST00000334571,chr14,"[(74416995, 74417035)]",+
12067,ENST00000334574,chr15,"[(83456142, 83456220), (83474717, 83474821)]",-
